rcThrottle,rcRoll,rcPitch,rcYaw,ekf.phi,ekf.theta,ekf.psi,lpfGyrX,lpfGyrY,lpfGyrZ,lpfAccX,lpfAccY,lpfAccZ
0.14,0.154102649,0.183339407,0.099143524,0.16120961,0.190851801,0.104519916,0.011547763,-1.195889362,0.005621909,-2.087010245,1.496334869,9.541851311
0.1408,0.154741508,0.183639382,0.099176034,0.159648744,0.176300897,0.120668698,-0.407795823,-2.108040889,-4.29E-05,-1.563595217,1.608017545,9.537178324
0.1416,0.155376457,0.183936747,0.099207918,0.157930244,0.174016982,0.18960091,-1.970344648,-0.763032295,0.003359664,-1.680697863,1.601345495,9.557032871
0.1424,0.15600748,0.184231498,0.099239175,0.143939728,0.170183889,0.153850031,1.148130751,2.876081357,0.007904244,-1.501655628,1.615104971,9.47423867
0.1432,0.156634562,0.18452363,0.099269805,0.167034246,0.197047262,0.181527527,1.444440212,1.714521472,0.009367573,-1.983779864,1.771072761,9.327011307
0.144,0.157257686,0.18481314,0.099299808,0.155483246,0.183856067,0.121247954,-0.984425107,-1.549660353,0.006627291,-1.75917921,1.29182899,9.365623276
0.1448,0.157876837,0.185100024,0.099329184,0.159124377,0.184648024,0.150467802,-1.730043693,0.291377485,0.007216707,-1.655815978,1.605917079,9.5580383
0.1456,0.158491999,0.185384276,0.099357932,0.141619701,0.186238868,0.115724071,0.991119439,-0.921845721,0.013877756,-1.876512138,1.387881927,9.513675668
0.1464,0.159103157,0.185665894,0.099386053,0.16710239,0.177257522,0.147524085,0.481092657,-0.710283731,0.01135124,-1.657204407,1.595423419,9.754624875
0.1472,0.159710295,0.185944874,0.099413546,0.145421061,0.180630401,0.151425956,1.196829,-0.329128283,0.012629877,-1.656637103,1.288471944,9.605532545
0.148,0.160313397,0.18622121,0.099440411,0.17667445,0.174655515,0.161027384,0.919494492,2.246353751,0.011118689,-1.889491955,1.691468427,9.652843889
0.1488,0.160912449,0.1864949,0.099466648,0.152798154,0.198585614,0.191390877,-2.937731166,2.442629883,0.017669941,-1.911552643,1.249577813,9.522423597
0.1496,0.161507435,0.18676594,0.099492256,0.153170794,0.194180377,0.14312773,1.5271506,0.612910762,-6.72E-05,-1.86923455,1.569611011,9.723400907
0.1504,0.162098341,0.187034325,0.099517237,0.165063679,0.203505993,0.115706086,-0.88740053,-0.73806272,0.003311506,-2.014592514,1.72665633,9.433324234
0.1512,0.162685151,0.187300052,0.099541588,0.146018498,0.188250992,0.191523287,2.193595526,-2.764180038,0.001865198,-1.793487707,1.360503717,9.605526855
0.152,0.16326785,0.187563117,0.099565311,0.182602815,0.181424369,0.180977596,3.770852261,-1.773561007,0.00928717,-1.825721467,1.578576423,9.477426078
0.1528,0.163846425,0.187823516,0.099588405,0.176251545,0.174119031,0.123105301,-0.893635897,0.236547502,0.00947583,-1.730842787,1.589926717,9.466417578
0.1536,0.164420859,0.188081246,0.09961087,0.175539849,0.183322971,0.182134941,0.531708414,0.400483405,0.006014334,-1.97270787,1.618322151,9.434125984
0.1544,0.16499114,0.188336303,0.099632706,0.180533273,0.177304867,0.158188318,-3.918454961,0.296822301,0.002618251,-2.025226228,1.903021124,9.42485658
0.1552,0.165557251,0.188588683,0.099653912,0.144179059,0.185670553,0.182400929,-4.229290423,3.367704922,0.003472205,-1.837345703,1.502026733,9.54027457
0.156,0.16611918,0.188838383,0.099674489,0.146714917,0.204227197,0.141582593,1.173856524,-2.326824476,0.008032791,-2.042282145,1.577115887,9.489812532
0.1568,0.166676911,0.189085399,0.099694436,0.153564743,0.167057323,0.154352783,2.262976131,-0.020273896,0.012808594,-1.618769976,1.429877337,9.580615811
0.1576,0.167230432,0.189329728,0.099713754,0.164764683,0.203991114,0.140881325,2.194787454,2.456313104,0.002168157,-2.014816525,1.505685815,9.437844146
0.1584,0.167779726,0.189571366,0.099732441,0.171126534,0.186700536,0.192783457,-1.75051465,-1.252616496,-0.000688352,-1.807566162,1.736994884,9.639915123
0.1592,0.168324782,0.18981031,0.099750499,0.15077601,0.194006894,0.141752045,-0.388251774,1.408531403,0.004279894,-1.826284223,1.440738058,9.587125795
0.16,0.168865585,0.190046556,0.099767927,0.168049943,0.197952365,0.197440396,3.423740604,1.02848377,-0.005513701,-1.690871837,1.604620014,9.525664848
0.1608,0.169402121,0.190280101,0.099784724,0.178139311,0.202270899,0.185954118,1.153270744,-1.280961482,0.008601395,-1.876283325,1.666041823,9.53515623
0.1616,0.169934378,0.190510942,0.099800891,0.177266658,0.187674668,0.145429952,-2.222763749,-2.867365666,-0.004492497,-1.820846749,1.664249869,9.357622567
0.1624,0.17046234,0.190739075,0.099816428,0.16039456,0.179251562,0.209179617,-1.813175232,0.718472925,0.010142991,-1.819743504,1.614848844,9.498448919
0.1632,0.170985996,0.190964498,0.099831334,0.162750252,0.193395405,0.211901653,1.542153416,0.836810348,0.009952683,-1.987795331,1.622781497,9.432980152
0.164,0.171505331,0.191187206,0.09984561,0.172684582,0.185961708,0.198865024,2.051176419,1.115197667,0.00082131,-1.856038484,1.700776163,9.482631045
0.1648,0.172020333,0.191407197,0.099859255,0.179123783,0.202268812,0.166590132,0.873356633,-0.757166989,0.00325214,-2.085599001,1.66106915,9.53416988
0.1656,0.172530989,0.191624468,0.099872269,0.179748142,0.179835775,0.152129245,1.954583748,-1.604469582,0.013489997,-1.904561369,1.995196054,9.477269942
0.1664,0.173037286,0.191839016,0.099884653,0.194757511,0.189395441,0.149181982,-0.337060314,-0.59526635,0.002325565,-1.726392046,1.881700354,9.47827587
0.1672,0.173539211,0.192050837,0.099896405,0.177135621,0.175080719,0.125476749,-2.380446051,1.058649646,0.004404744,-1.72130645,1.861344375,9.538720673
0.168,0.174036751,0.192259929,0.099907527,0.175699485,0.197833124,0.17894518,-2.441783731,2.661566521,0.007298633,-1.849925261,1.799967886,9.42486198
0.1688,0.174529894,0.192466288,0.099918017,0.157606337,0.196264512,0.177707977,-2.089833424,-2.893100668,0.003315375,-2.022270835,1.518373454,9.536769261
0.1696,0.175018627,0.192669911,0.099927876,0.15889837,0.174694886,0.213936409,1.906955512,-0.819516462,0.0087478,-1.759181705,1.500458134,9.361107282
0.1704,0.175502938,0.192870797,0.099937104,0.172765164,0.18975724,0.169941565,3.528501427,2.924899326,0.001809098,-1.896474747,1.587611146,9.513417559
0.1712,0.175982815,0.193068941,0.099945701,0.187220299,0.198155975,0.208386454,0.269017368,-0.472168409,-0.005124624,-1.870058699,1.836220732,9.50205968
0.172,0.176458245,0.193264342,0.099953667,0.174926401,0.185914516,0.143680438,-1.981868567,-0.158657636,-0.002187806,-1.800666497,1.657062727,9.602190824
0.1728,0.176929217,0.193456996,0.099961001,0.171308189,0.196843252,0.167637859,1.553135383,-0.581142591,-0.001857882,-1.981458647,1.687513156,9.600746669
0.1736,0.177395719,0.1936469,0.099967703,0.187313768,0.181231282,0.153262695,-2.541439409,-1.16979546,-0.004430479,-1.778863664,1.64726176,9.466297528
0.1744,0.177857739,0.193834052,0.099973775,0.151020116,0.187508817,0.170108507,-1.85990298,2.038717575,0.001118091,-1.62813082,1.694723581,9.418629647
0.1752,0.178315264,0.194018449,0.099979215,0.172474575,0.197511961,0.154317274,2.181812571,2.933629027,0.000915738,-2.03373024,1.502851962,9.628138376
0.176,0.178768285,0.194200089,0.099984023,0.168442418,0.210947333,0.151913229,-0.618373374,-3.802706051,0.001395596,-2.139799333,1.559488621,9.615096577
0.1768,0.179216789,0.194378969,0.0999882,0.167499847,0.167086552,0.158394901,2.127867351,-1.930542857,-0.003547323,-1.588375859,1.697171804,9.404540048
0.1776,0.179660764,0.194555086,0.099991745,0.185480094,0.195499435,0.181766894,-0.993871475,5.024717736,-0.000826804,-2.019323282,2.028588919,9.290689211
0.1784,0.1801002,0.194728439,0.099994658,0.159554822,0.207273069,0.194958882,-0.76209152,1.00114172,-0.003764756,-2.030653639,1.621146332,9.554343514
0.1792,0.180535086,0.194899023,0.09999694,0.17941298,0.203543718,0.183616902,3.974203378,-1.275101158,0.00556863,-2.0484881,1.750171818,9.465638285
0.18,0.18096541,0.195066838,0.09999859,0.191353583,0.197102974,0.132385689,0.196889524,-1.635497054,0.005537536,-1.954502116,1.899120912,9.431331296
0.1808,0.181391163,0.195231881,0.099999609,0.181012931,0.190423549,0.209139303,-2.296719844,-1.766358337,-0.00185794,-1.86465808,1.828757922,9.27730148
0.1816,0.181812332,0.195394149,0.099999996,0.172911174,0.182949603,0.196946057,1.119506687,0.740008146,0.00039021,-1.744000537,1.552498194,9.549612575
0.1824,0.182228907,0.195553639,0.099999751,0.189975218,0.196356291,0.18265755,0.6555168,-0.548492016,-0.005523426,-1.865790855,1.884512516,9.5252764
0.1832,0.182640878,0.195710351,0.099998875,0.178173322,0.178578456,0.18122667,1.100333664,0.071814262,0.006875471,-1.761766534,1.659683352,9.546540045
0.184,0.183048235,0.195864281,0.099997367,0.198776976,0.196850552,0.196308321,1.696581066,3.528523364,-0.007947235,-1.884128712,2.013219579,9.526634435
0.1848,0.183450966,0.196015427,0.099995227,0.1918012,0.206840212,0.222445313,-1.539682141,-0.671444781,0.004812738,-2.004479779,1.971352404,9.499237382
0.1856,0.183849063,0.196163788,0.099992456,0.186477231,0.191518276,0.228265939,-2.263714907,-1.582620957,-0.001199824,-1.987206373,1.718274826,9.389765493
0.1864,0.184242514,0.196309361,0.099989053,0.173671036,0.194180592,0.216341399,-0.731498306,-1.239166905,-0.014279258,-1.9031549,1.786649784,9.273088842
0.1872,0.18463131,0.196452143,0.099985019,0.18069348,0.181531507,0.169431706,-0.521171765,2.169563607,0.0064151,-1.849838037,1.742715456,9.534304552
0.188,0.185015441,0.196592134,0.099980353,0.169471611,0.211553936,0.166129329,-0.719151864,2.23158355,0.005385426,-2.044514582,1.629659337,9.420872906
0.1888,0.185394898,0.196729331,0.099975055,0.174890654,0.199373648,0.164236398,2.813983717,-2.359934555,-0.004568648,-1.871808652,1.805346386,9.619002858
0.1896,0.18576967,0.196863731,0.099969126,0.191934071,0.192685091,0.219767559,2.594308608,-1.328952772,-0.007592378,-1.856377221,1.671014176,9.406855327
0.1904,0.186139749,0.196995334,0.099962566,0.195640271,0.188761843,0.160626227,-1.380371729,1.368928182,0.004428304,-1.919032443,1.900438439,9.300409417
0.1912,0.186505125,0.197124137,0.099955374,0.180926746,0.203660515,0.196079353,-2.723829443,-0.464611928,-0.004328671,-2.006106115,1.760073095,9.578486307
0.192,0.186865788,0.197250139,0.099947551,0.17391522,0.185040875,0.154331053,-0.997111765,-0.306537898,-0.000798267,-2.01543012,1.708304237,9.487105729
0.1928,0.187221731,0.197373337,0.099939096,0.172953338,0.201205693,0.212149115,-1.163420652,0.497549742,0.014893104,-1.896829393,1.615847693,9.576198024
0.1936,0.187572942,0.19749373,0.09993001,0.164608077,0.189042042,0.219683648,2.57617045,0.702514077,-0.001223676,-1.793804934,1.480373571,9.448391116
0.1944,0.187919415,0.197611316,0.099920293,0.193490564,0.206812483,0.153250518,2.08542425,1.3136655,-0.000882986,-2.116890757,2.008462065,9.601528861
0.1952,0.188261139,0.197726094,0.099909945,0.181280571,0.199558115,0.225983081,-0.809534134,0.437518846,-0.006896003,-1.996886844,1.853448661,9.491898903
0.196,0.188598107,0.197838062,0.099898966,0.186971727,0.210350482,0.159593742,1.886338134,0.397336671,0.006388183,-2.107661176,1.863361561,9.270690873
0.1968,0.18893031,0.197947218,0.099887355,0.196331757,0.202816554,0.210307547,0.770356473,-0.6141782,-0.001829534,-1.99945167,1.845524301,9.347794761
0.1976,0.189257739,0.19805356,0.099875114,0.193155715,0.20548447,0.155173409,-0.574042854,-0.75704209,-0.007588208,-1.998805497,1.874154567,9.449868781
0.1984,0.189580386,0.198157088,0.099862242,0.191808665,0.196816448,0.184608499,-0.446514461,0.8265277,-0.004262509,-1.765929328,1.83933558,9.400077095
0.1992,0.189898244,0.1982578,0.099848739,0.189595568,0.212083612,0.188138243,2.422904157,-1.646215448,-0.007089976,-2.085790544,1.855488869,9.542096098
0.2,0.190211303,0.198355694,0.099834605,0.21119641,0.183686582,0.247314578,1.753783219,-1.193903999,-0.006472134,-1.98852174,1.959273636,9.428929024
0.2008,0.190519557,0.198450768,0.099819841,0.203657876,0.202564649,0.189906838,-5.116775434,2.356504484,-0.005574032,-1.82258273,2.04336012,9.563769869
0.2016,0.190822997,0.198543023,0.099804446,0.170239854,0.202569075,0.234033085,1.311063689,-1.580692612,-0.006235723,-1.858591684,1.652120026,9.413124122
0.2024,0.191121615,0.198632455,0.099788421,0.214203822,0.189969931,0.16267779,0.229647798,-0.296753017,0.000183914,-1.72265873,2.110841117,9.614692605
0.2032,0.191415405,0.198719065,0.099771766,0.172012902,0.200241525,0.230682238,-2.104709464,-1.482053718,0.000595209,-1.865429011,1.655643388,9.433904473
0.204,0.191704358,0.198802851,0.09975448,0.197434312,0.178089254,0.203971022,5.768566563,-0.146193842,-0.009926195,-1.783881032,1.80562879,9.395812328
0.2048,0.191988467,0.198883811,0.099736564,0.218094884,0.199105241,0.183466712,-2.638032212,2.172805337,-0.011047243,-1.88160677,2.091136711,9.435274781
0.2056,0.192267726,0.198961944,0.099718019,0.17630798,0.195439983,0.204781548,-1.233344432,0.131436208,-0.001221399,-1.967355096,1.544603349,9.457838829
0.2064,0.192542127,0.19903725,0.099698843,0.208340443,0.200120539,0.247425923,2.938462795,-0.875207604,-0.005794158,-1.915005584,2.122172034,9.366685758
0.2072,0.192811663,0.199109727,0.099679037,0.19979568,0.18842899,0.217317315,-2.279489995,-0.633556295,-0.006153009,-1.81963803,2.00009134,9.547743272
0.208,0.193076328,0.199179374,0.099658602,0.19005506,0.195063151,0.188344051,-0.248282083,-0.162330479,-0.006575775,-1.711653408,1.75569398,9.403545053
0.2088,0.193336114,0.19924619,0.099637538,0.197830383,0.187076271,0.200578644,0.836086011,1.038360591,-0.002903257,-1.970202041,1.88738837,9.507837529
0.2096,0.193591015,0.199310175,0.099615844,0.196721073,0.203352753,0.166223481,0.832498826,3.812121533,0.000331856,-1.928692118,1.933537046,9.333637541
0.2104,0.193841025,0.199371327,0.099593521,0.204483308,0.217619505,0.246432674,0.136739847,-2.231891436,-0.008703888,-2.174749603,1.964717793,9.304339727
0.2112,0.194086138,0.199429646,0.099570569,0.197818868,0.185398827,0.220285695,0.262967003,-1.34071862,-0.004095205,-1.830821897,1.826113854,9.569320001
0.212,0.194326347,0.19948513,0.099546987,0.206579144,0.20688599,0.254483753,-0.463761075,1.024566594,0.000707173,-1.976359647,1.977084947,9.336883904
0.2128,0.194561645,0.199537779,0.099522778,0.194159758,0.193571929,0.251368062,-2.701763694,-2.295074855,-0.008977709,-1.937331936,2.046589483,9.411319048
0.2136,0.194792028,0.199587592,0.099497939,0.184964651,0.188581163,0.182057514,-0.105888865,0.221766749,0.000450232,-1.894314586,1.765153966,9.479227055
0.2144,0.19501749,0.199634569,0.099472472,0.193297994,0.195301353,0.222508646,0.079354831,2.17834195,-0.007545777,-2.102525373,1.896212079,9.463103524
0.2152,0.195238024,0.199678708,0.099446376,0.185586385,0.205968079,0.194615415,0.747250071,0.650990042,-0.001024659,-1.717993264,1.902624557,9.411753077
0.216,0.195453625,0.199720009,0.099419653,0.199320168,0.200517235,0.180781689,1.820187443,-0.637529014,-0.015079952,-2.044441384,2.097753507,9.48573832
0.2168,0.195664287,0.199758472,0.099392301,0.200128277,0.200891759,0.26563465,-0.610028576,-0.021213898,-0.002345523,-2.056536615,2.07689976,9.527294931
0.2176,0.195870006,0.199794097,0.099364322,0.194438745,0.200375743,0.174768054,0.431119317,-1.484853657,-0.008720829,-1.900679429,2.066925141,9.641955548
0.2184,0.196070777,0.199826881,0.099335715,0.203517496,0.189038906,0.203678013,-0.197207561,-1.450518,-0.007190072,-1.854096434,2.118722116,9.40979485
0.2192,0.196266593,0.199856826,0.099306481,0.192856393,0.188793923,0.182013149,-2.320001427,1.445740294,-0.011541138,-1.896833926,2.07529674,9.289686843
0.22,0.19645745,0.19988393,0.099276619,0.184990119,0.200642111,0.17654028,-0.469037764,1.696401045,0.001426257,-2.018655449,1.771771543,9.381572523
0.2208,0.196643344,0.199908193,0.09924613,0.189159348,0.202384318,0.18090028,1.499771899,-1.619003416,-0.016856957,-1.897274943,1.684563957,9.268774274
0.2216,0.196824269,0.199929615,0.099215014,0.19703872,0.187654365,0.263055012,-0.194623146,-1.69824496,-0.004991901,-1.85651189,1.967767712,9.378112846
0.2224,0.197000221,0.199948196,0.099183272,0.18756478,0.188720126,0.256723283,0.872233562,2.125385843,-0.006135249,-1.782525824,1.581227446,9.585463509
0.2232,0.197171196,0.199963935,0.099150903,0.204027828,0.204694192,0.231821698,1.006056258,3.318552239,-0.011913465,-2.219962145,1.976710304,9.341363693
0.224,0.197337189,0.199976832,0.099117908,0.195599717,0.215313901,0.209345747,0.396864811,1.553460894,-0.013599,-2.056209339,1.829571243,9.326693108
0.2248,0.197498196,0.199986887,0.099084287,0.207255187,0.217132567,0.271031286,-1.3159769,-2.200634372,-0.009575264,-2.068124625,2.137671318,9.242527204
0.2256,0.197654213,0.1999941,0.099050039,0.185007567,0.197706468,0.221358789,-1.269342042,-0.170991692,-0.015427787,-1.910095365,1.869723677,9.576150792
0.2264,0.197805236,0.19999847,0.099015167,0.197066743,0.215733931,0.231784596,1.215324352,0.677260994,-0.012884858,-2.154411195,1.742433487,9.582138092
0.2272,0.197951261,0.199999998,0.098979668,0.19471764,0.203108206,0.186356155,0.872618675,-0.124527507,-0.007697571,-1.906490493,1.756605036,9.499213439
0.228,0.198092285,0.199998684,0.098943545,0.204130893,0.214739331,0.19223107,0.111348697,-0.081991533,-0.013181962,-2.242771165,1.861032651,9.438302745
0.2288,0.198228304,0.199994527,0.098906797,0.195679248,0.20246297,0.19219089,-0.217831666,-0.294987946,-0.007847507,-1.884931316,2.065816216,9.375136907
0.2296,0.198359314,0.199987527,0.098869423,0.202445414,0.212290673,0.27241179,2.565790499,-2.211168118,-0.013817914,-2.005448215,1.858041497,9.49799107
0.2304,0.198485313,0.199977686,0.098831426,0.216202815,0.184749304,0.24828963,0.31290187,-2.434938222,-0.003917252,-1.75924457,2.072586637,9.396032162
0.2312,0.198606296,0.199965002,0.098792804,0.204979582,0.192860644,0.181893212,-2.659198836,3.070171452,-0.005336437,-1.740352237,1.892029193,9.317513182
0.232,0.198722262,0.199949476,0.098753558,0.194992651,0.209340598,0.278167083,-0.175401012,0.016275386,-0.011188377,-2.151724762,1.929236939,9.497493397
0.2328,0.198833207,0.199931109,0.098713688,0.20355223,0.192936165,0.263088778,-1.49896511,-2.749726516,-0.005989553,-1.856175869,2.061778374,9.581375059
0.2336,0.198939128,0.1999099,0.098673195,0.182999647,0.187365744,0.195640473,1.075084106,-0.135472761,-0.004826034,-1.931168056,1.910281638,9.58381506
0.2344,0.199040022,0.19988585,0.098632078,0.212190727,0.19189358,0.274426954,2.942031598,2.954197278,-0.005394952,-1.936286619,2.042878681,9.47155318
0.2352,0.199135888,0.19985896,0.098590339,0.206539798,0.211005114,0.214031447,-1.836104438,2.789837995,-0.005477038,-2.110386467,1.953406859,9.429306504
0.236,0.199226722,0.199829228,0.098547976,0.197563876,0.214216942,0.262782967,-0.863642811,-0.556452955,-0.003778916,-2.011028839,1.883268343,9.446012388
0.2368,0.199312522,0.199796657,0.098504991,0.199613575,0.206503919,0.195645148,-0.837345991,-1.436274361,-0.006161484,-1.866669083,1.897607464,9.474735165
0.2376,0.199393287,0.199761246,0.098461384,0.19079992,0.20277053,0.272091118,-1.713880914,-0.851090431,-0.018879745,-2.191316925,1.667645666,9.42826101
0.2384,0.199469014,0.199722996,0.098417155,0.185823691,0.199651684,0.226537952,-0.150129482,0.013128278,-0.011865367,-1.738753817,1.721605135,9.507128991
0.2392,0.1995397,0.199681908,0.098372305,0.189605462,0.202909369,0.220557704,0.737118606,2.103936957,-0.012882025,-2.173435087,1.905538864,9.408599316
0.24,0.199605346,0.199637982,0.098326833,0.19167341,0.216406711,0.218411663,2.897225552,0.037405045,-0.014914455,-2.249166295,1.975527348,9.46277757
0.2408,0.199665948,0.199591218,0.09828074,0.212795566,0.203159859,0.288386082,-1.797741218,-2.221056917,-0.007395178,-1.980557757,2.145806161,9.433268643
0.2416,0.199721505,0.199541618,0.098234026,0.177274801,0.198666185,0.195094515,-0.775966737,-1.862913761,-0.009761742,-1.904947921,1.642129346,9.537965776
0.2424,0.199772016,0.199489182,0.098186692,0.206605024,0.188290499,0.247729107,3.973173598,0.978022112,-0.003938883,-1.862956806,2.001184792,9.418457941
0.2432,0.19981748,0.199433911,0.098138737,0.209087563,0.206425519,0.201429877,-1.525091335,-1.551802144,-0.009767776,-2.006465961,2.123114956,9.447665709
0.244,0.199857895,0.199375805,0.098090163,0.194357128,0.175831653,0.235181245,0.619957949,0.467550291,-0.012581461,-1.539011949,1.890374692,9.606729765
0.2448,0.19989326,0.199314866,0.098040968,0.214056302,0.210156083,0.275610037,1.343951992,2.485075399,-0.010680085,-2.00298129,2.084132501,9.429581358
0.2456,0.199923575,0.199251094,0.097991155,0.205144233,0.195684676,0.232520769,-1.379643316,-0.159321805,-0.017245298,-1.802570824,2.161573704,9.339877978
0.2464,0.199948838,0.19918449,0.097940723,0.20307774,0.208925126,0.274806016,-1.925387161,-0.494691543,-0.007168112,-1.870426381,1.959959651,9.571296329
0.2472,0.19996905,0.199115055,0.097889672,0.189757747,0.191700324,0.260782739,0.013966575,-2.893245253,-0.02806418,-1.8096501,2.008012112,9.387260331
0.248,0.199984209,0.199042791,0.097838003,0.203221623,0.185692443,0.204294872,-0.710160908,2.082770716,-0.012947604,-1.765466717,1.989289301,9.432893932
0.2488,0.199994315,0.198967697,0.097785715,0.184063278,0.208323893,0.254053487,-0.117835371,0.743986628,-0.013090168,-2.027275142,1.796015705,9.488220117
0.2496,0.199999368,0.198889776,0.09773281,0.202273994,0.191592452,0.236246928,2.121483614,-2.050253576,-0.020115182,-2.069489408,2.014862523,9.444287026
0.2504,0.199999368,0.198809028,0.097679288,0.201055936,0.191896214,0.24520206,-2.087554705,-0.602315366,0.000327799,-1.869775122,1.937819961,9.412143745
0.2512,0.199994315,0.198725455,0.097625149,0.185573681,0.186794257,0.207895482,-0.702819536,1.329101378,-0.014304099,-1.753758816,1.601123205,9.668754314
0.252,0.199984209,0.198639057,0.097570393,0.195482955,0.202531353,0.213541638,1.461345287,1.76839752,-0.012243808,-2.047458176,1.641953238,9.517608897
0.2528,0.19996905,0.198549837,0.097515021,0.197229912,0.200932345,0.275463542,2.480020706,-2.055132282,-0.010857791,-1.857363581,2.152181879,9.686207725
0.2536,0.199948838,0.198457794,0.097459032,0.215339252,0.186061388,0.22986095,0.539576047,-0.35334516,-0.005463833,-1.929794303,2.09781564,9.34238188
0.2544,0.199923575,0.198362931,0.097402429,0.201502602,0.198114078,0.291194544,-1.322293898,1.396692963,-0.017024379,-1.938557757,2.048695372,9.527211644
0.2552,0.19989326,0.198265249,0.09734521,0.204783894,0.197206267,0.263206361,0.437093154,1.575977862,-0.013304361,-1.896382743,2.082475022,9.406449428
0.256,0.199857895,0.198164749,0.097287376,0.205055259,0.210723696,0.303488934,1.794074376,-0.234984823,-0.013671365,-1.978249481,1.986044127,9.458263019
0.2568,0.19981748,0.198061432,0.097228927,0.219177249,0.195348098,0.298802243,-2.928373827,-1.852763891,-0.010167996,-2.041416553,2.109378461,9.435318893
0.2576,0.199772016,0.197955301,0.097169865,0.181588285,0.195951625,0.238351682,-2.335891546,-0.035817726,-0.015867728,-1.789198986,1.793149301,9.335800159
0.2584,0.199721505,0.197846356,0.097110188,0.200564479,0.195024195,0.247522243,0.799073855,2.149491415,-0.01826777,-1.693579303,2.023382771,9.645211991
0.2592,0.199665948,0.1977346,0.097049899,0.187922895,0.213170224,0.275563772,-1.017710394,-1.797701389,-0.019035037,-2.019816269,1.767362226,9.458201051
0.26,0.199605346,0.197620033,0.096988996,0.192436618,0.180642061,0.297268497,0.711813455,-2.659678947,-0.011165755,-1.731831812,1.895771008,9.651785401
0.2608,0.1995397,0.197502658,0.09692748,0.193635236,0.19188817,0.226030745,-0.670310346,2.977835613,-0.01948523,-1.901068131,1.823654707,9.540183103
0.2616,0.199469014,0.197382475,0.096865353,0.187072959,0.204431654,0.237141524,2.22181676,4.511627058,-0.007370661,-1.974623189,1.730657097,9.481648798
0.2624,0.199393287,0.197259488,0.096802613,0.211441027,0.227991093,0.229942303,1.560903939,-0.411779011,-0.01987804,-2.162787825,2.174233467,9.315149492
0.2632,0.199312522,0.197133697,0.096739262,0.19951461,0.201080877,0.287654195,-0.028022124,-4.163338714,-0.007872301,-1.827933995,2.09838324,9.579244765
0.264,0.199226722,0.197005104,0.0966753,0.211255457,0.194701173,0.274022663,1.768939274,-1.927808478,-0.017297525,-1.974396668,2.041171323,9.589215196
0.2648,0.199135888,0.196873711,0.096610727,0.213622624,0.18556397,0.248259552,0.075378246,0.263255666,-0.020060266,-1.898608554,2.051975694,9.361635492
0.2656,0.199040022,0.196739521,0.096545544,0.21185358,0.196839053,0.308401689,-2.003059457,1.909727167,-0.015175583,-1.866031459,2.092655078,9.46322763
0.2664,0.198939128,0.196602534,0.096479752,0.1975635,0.200812892,0.241967071,-3.809060088,0.262802868,-0.01975662,-1.981788614,1.922541207,9.537213635
0.2672,0.198833207,0.196462753,0.096413349,0.181373084,0.198946137,0.310644534,0.441298578,1.454162582,-0.017648336,-2.068052351,1.835385823,9.550899844
0.268,0.198722262,0.19632018,0.096346338,0.201097696,0.212415309,0.231050309,1.063290006,0.174153281,-0.020011324,-2.096616701,1.965828169,9.442395496
0.2688,0.198606296,0.196174817,0.096278719,0.189899615,0.200341286,0.286042188,0.986565942,-2.678106527,-0.015662834,-1.907767352,1.815341263,9.327068118
0.2696,0.198485313,0.196026665,0.096210491,0.208967394,0.190955205,0.316061801,2.852181731,-2.040157526,-0.017194835,-1.741598115,2.019118714,9.559308128
0.2704,0.198359314,0.195875728,0.096141655,0.212701998,0.184008716,0.311840027,-2.201245621,0.564640145,-0.010081145,-1.83033708,1.741540766,9.35174354
0.2712,0.198228304,0.195722007,0.096072212,0.191262006,0.195461308,0.301506799,-0.941794223,2.798551258,-0.014461367,-1.940010956,1.817850221,9.486583367
0.272,0.198092285,0.195565504,0.096002162,0.20520012,0.206386141,0.240724792,1.737992018,-0.906509289,-0.01560233,-2.183063647,1.991767103,9.588757869
0.2728,0.197951261,0.195406222,0.095931506,0.205109236,0.188161169,0.293823155,-0.625166585,-1.554619912,-0.022132852,-1.837051409,1.986640302,9.24173447
0.2736,0.197805236,0.195244163,0.095860244,0.200151486,0.193891291,0.267079905,0.392332203,0.798618835,-0.0186925,-2.056088694,1.956348202,9.578640587
0.2744,0.197654213,0.195079328,0.095788376,0.208270442,0.194582646,0.309862061,-0.065659325,-0.066011655,-0.009518185,-1.914066845,2.095800595,9.208011242
0.2752,0.197498196,0.194911722,0.095715904,0.199612581,0.193357146,0.279592912,-1.522394204,-0.408220262,-0.018677978,-1.914908008,1.792261516,9.358683127
0.276,0.197337189,0.194741345,0.095642826,0.196013178,0.191370818,0.263399805,-1.073423723,-0.082920651,-0.011048441,-1.939335067,1.937069561,9.354711931
0.2768,0.197171196,0.1945682,0.095569145,0.191066288,0.19269631,0.283959903,3.319219564,0.633898256,-0.024968161,-1.958174951,1.933340008,9.540707751
0.2776,0.197000221,0.194392291,0.09549486,0.222547443,0.196367464,0.268640415,1.783817065,0.166346571,-0.018984244,-1.806448173,2.131501758,9.451207483
0.2784,0.196824269,0.194213618,0.095419972,0.205358239,0.1939994,0.314637666,-5.207491159,1.125454671,-0.022395627,-1.946260135,1.889684441,9.385790298
